,struct_typ,occ_type,year_built,no_stories,magnitude,distance,meandamage
516,S1,IND1,19871221,1,5,6.01947094,0.10868
517,C4,IND1,19910205,1,5,5.997463418,0.20925
518,S1,IND1,1992,1,5,5.80345438,0.11339
519,S1,IND1,19820722,1,5,5.970536294,0.10494
520,S1,IND1,19820722,2,5,5.863849124,0.10519
521,C4,IND1,19820722,1,5,5.784839946,0.19377
522,C4,IND1,19820722,3,5,5.835605699,0.19355
523,C4,IND1,19820722,2,5,5.806349432,0.19368
524,C4,IND1,19820722,1,5,5.717023031,0.19407
525,URM,IND1,19820722,1,5,5.704588388,0.19412
526,C4,IND1,19820722,3,5,5.679483257,0.19423
527,S1,AGR1,20040621,1,5,5.569687805,0.12551
528,S1,AGR1,20070502,1,5,5.568103621,0.12876
529,URM,RES1,19830101,1,5,6.07947976,0.19417
530,URM,COM1,1974,1,5,5.963532701,0.18042
531,S1,COM2,20121203,1,5,5.899022836,0.12979
532,S1,COM2,20121203,1,5,5.895563978,0.1336
533,S1,COM2,20141222,2,5,5.903120504,0.12474
535,C4,RES3,19911021,4,5,5.965139533,0.2094
536,C4,RES3,19911021,4,5,5.949300118,0.20948
537,C4,RES3,19930423,4,5,5.932381827,0.2136
538,C4,RES3,19930423,4,5,5.915855615,0.21368
539,C4,RES3,19920727,4,5,5.967618527,0.21139
540,C4,RES3,19920727,4,5,5.950810557,0.21147
541,URM,COM1,1972,1,5,5.967304766,0.17751
542,URM,RES3,19920612,3,5,5.933699427,0.21155
543,URM,RES1,1974,1,5,5.771303034,0.1812
544,URM,COM1,1981,2,5,5.816896641,0.19196
545,URM,RES1,1990,1,5,5.808747049,0.20818
546,URM,RES1,1977,1,5,5.830740483,0.18549
547,URM,RES1,1979,1,5,5.823825486,0.18867
548,W1,RES1,1960,1,5,5.831239541,0.15606
549,URM,RES1,20010705,1,5,5.820192025,0.23203
550,URM,RES1,1989,1,5,5.72305234,0.20664
551,W1,RES1,1945,1,5,5.712228892,0.14327
552,URM,RES1,19930600,1,5,5.695593636,0.21474
553,S1,RES1,20030711,1,5,5.688458857,0.12413
554,W1,RES1,1961,1,5,5.734321833,0.15737
555,URM,RES1,19960822,1,5,5.746116891,0.22088
557,W1,RES1,1966,1,5,5.789949031,0.16219
558,URM,RES1,1993,1,5,5.790372392,0.21429
559,URM,RES1,19930508,1,5,5.776701209,0.21435
560,URM,RES1,1989,1,5,5.754177661,0.2065
561,URM,RES1,19990826,1,5,5.771600331,0.22753
562,URM,RES1,1964,1,5,5.772057392,0.16755
563,W1,RES1,1964,1,5,5.773373072,0.1602
564,S1,RES1,20140306,1,5,5.651565477,0.13291
565,URM,RES1,1927,1,5,5.668622643,0.13134
566,URM,RES1,19930600,1,5,5.649333978,0.21496
567,S1,COM2,20110627,1,5,6.292172166,0.13119
568,URM,IND3,19920720,2,5,6.408711592,0.2092
569,URM,COM2,1984,1,5,6.377062963,0.19451
570,URM,RES1,1980,1,5,6.401895867,0.18773
571,URM,RES1,1972,1,5,6.384658923,0.17577
572,URM,RES1,19990826,1,5,6.394455009,0.22426
573,URM,RES1,1980,1,5,6.397589969,0.18775
574,URM,RES1,1980,1,5,6.39288224,0.18778
575,URM,COM1,1977,1,5,6.00044995,0.18478
576,URM,RES1,1977,1,5,6.019201048,0.1847
577,S1,COM2,20040812,1,5,6.189207359,0.10327
578,S1,COM2,20120726,1,5,6.202833421,0.13265
579,URM,RES1,19941128,2,5,6.308157679,0.21379
580,S1,COM2,19990528,1,5,6.292032027,0.11846
581,S1,COM3,20031110,1,5,6.28491021,0.12244
582,S1,RES1,20040817,2,5,6.309108176,0.11315
583,URM,RES1,1972,1,5,6.012793148,0.17732
584,URM,RES1,19950718,1,5,6.006172079,0.21743
585,URM,RES1,19951015,1,5,6.048681987,0.21721
586,URM,RES1,19910914,1,5,6.048024922,0.209
587,S1,RES1,20120720,1,5,6.058325534,0.1331
588,URM,RES1,19931100,1,5,6.04557243,0.21304
589,URM,RES1,20030311,1,5,6.020456611,0.2359
590,URM,RES1,1981,1,5,6.04046338,0.19098
591,C4,RES3,19910814,4,5,5.917377815,0.20963
592,C4,RES3,19910814,4,5,5.91615018,0.20964
593,W1,REL1,1968,1,5,5.982759215,0.16357
594,URM,REL1,19870424,3,5,5.938167963,0.2019
595,S1,REL1,20101203,1,5,5.911708977,0.13118
596,URM,RES1,1975,1,5,5.989742466,0.18179
597,S1,RES1,20021226,1,5,6.010017026,0.12221
598,URM,GOV1,1973,1,5,5.95034783,0.17901
599,URM,RES1,20030130,1,5,7.229106788,0.22894
600,S1,RES1,20130705,1,5,7.241546094,0.13042
601,S1,RES1,20130705,1,5,7.22650137,0.13048
602,S1,COM2,20100115,1,5,7.281967912,0.12682
603,URM,RES1,1993,1,5,7.304933935,0.20646
604,S1,COM2,20140618,1,5,7.291579106,0.1277
605,S1,COM2,20130614,1,5,7.48578421,0.11301
606,S1,COM2,20151012,1,5,7.476170624,0.13202
607,S1,AGR1,20120509,1,5,4.727000181,0.13302
608,S1,AGR1,20120509,1,5,4.692631286,0.11949
609,S1,RES1,20140114,1,5,4.713280722,0.1355
610,S1,AGR1,20120517,1,5,4.59728533,0.12585
611,S1,AGR1,20120517,1,5,4.580597659,0.12589
612,URM,COM1,1972,1,5,5.753107204,0.17837
614,S1,RES1,19930700,1,5,7.370682927,0.10994
615,S1,IND1,20051031,1,5,6.658123121,0.10762
616,S1,COM2,20130731,1,5,6.65437293,0.1324
617,S1,COM2,20130731,1,5,6.660002029,0.13239
618,S1,COM2,20130731,1,5,6.648418566,0.13242
619,S1,COM2,20130731,1,5,6.650671508,0.13242
620,S1,COM2,20130731,1,5,6.642099434,0.13244
621,S1,IND1,19821222,1,5,5.58001714,0.10586
622,S1,COM2,20110428,1,5,4.63047863,0.12465
623,URM,RES1,1980,1,5,6.378049182,0.18784
624,URM,RES1,1980,1,5,6.367429367,0.18789
625,URM,RES1,19940506,2,5,6.388266942,0.21338
626,URM,RES1,19991110,1,5,6.417396386,0.22413
627,S1,COM3,20110408,1,5,6.431491756,0.13075
628,S1,IND1,20110613,1,5,6.493907556,0.11971
629,URM,RES1,20060817,2,5,6.633088744,0.24014
630,S1,COM2,20060817,2,5,6.614057786,0.10396
631,C4,COM2,20130214,3,5,9.298866449,0.24141
632,C4,RES3,20130214,15,5,9.266112415,0.14704
633,S1,COM2,20081209,1,5,9.37320726,0.10754
634,S1,COM2,20041203,1,5,9.3578092,0.11338
635,W1,RES1,1917,1,5,8.770560217,0.1142
636,W1,RES1,1932,1,5,8.778088972,0.12315
637,W1,RES1,1937,1,5,8.785430333,0.12644
638,W1,RES1,1937,1,5,8.765175853,0.12652
639,C4,RES3,20130214,20,5,9.346807808,0.13139
640,C4,RES3,20130214,1,5,9.39665214,0.24068
641,C4,RES3,20130214,1,5,9.350907382,0.24102
642,C4,RES3,20130214,0,5,9.327786377,0.2412
643,C4,RES3,20130214,11,5,9.317061381,0.16353
644,C4,RES3,20130214,1,5,9.301883571,0.24139
645,C4,RES3,20130214,13,5,9.291270228,0.15372
646,C4,COM2,20130214,0,5,9.27624177,0.24158
647,C4,RES3,20130214,14,5,9.39413028,0.15038
648,C4,RES3,20130214,20,5,9.450187651,0.13096
649,C4,RES3,20130214,2,5,9.403005425,0.24063
650,C4,RES3,20130214,20,5,9.430159194,0.13105
651,C4,RES3,20130214,20,5,9.37741997,0.13126
652,C4,RES3,20130214,1,5,9.374176408,0.24085
653,C4,RES3,20130214,1,5,9.37499719,0.24084
654,C4,RES3,20130214,19,5,9.397174129,0.13377
655,C4,RES1,20141024,1,5,9.505529034,0.24275
656,S1,COM2,20120502,2,5,9.460436535,0.10569
657,C4,COM2,20131108,2,5,9.475041473,0.24008
658,S1,RES1,20041125,1,5,10.73697537,0.10838
659,C4,RES3,20130214,1,5,9.418819316,0.24051
660,C4,RES3,20130214,14,5,9.443852063,0.15015
661,C4,RES3,20130214,17,5,9.40140304,0.13956
662,C4,RES3,20130214,16,5,9.439439374,0.14267
663,S1,COM2,19971118,1,5,9.266841499,0.10737
664,S1,COM2,19951110,1,5,9.260702548,0.10571
665,S1,COM2,19941207,1,5,9.240849236,0.10495
667,W1,RES1,1926,1,5,9.146851373,0.11806
668,W1,RES1,1926,1,5,9.140468749,0.11809
669,W1,RES1,1941,1,5,9.139255672,0.12784
670,URM,RES1,19781225,1,5,9.135602676,0.17114
671,S1,COM2,20070411,2,5,9.011193576,0.09811
672,URM,COM2,19980826,1,5,8.989781662,0.20671
674,URM,RES1,19940624,1,5,9.016305681,0.19851
675,S1,COM2,19950531,1,5,8.983320343,0.10661
676,S1,COM2,20150911,1,5,9.009233705,0.12631
677,S1,COM2,19941207,1,5,9.135803011,0.10529
678,S1,COM2,20080618,1,5,9.13207228,0.11816
679,S1,IND3,20020713,2,5,9.620510619,0.09644
680,S1,COM2,20101014,1,5,9.577877218,0.11859
681,S1,COM2,20001031,1,5,9.599211821,0.09981
682,S1,COM1,20040115,1,5,9.537432436,0.11274
683,S1,IND3,20031030,1,5,9.095540979,0.10394
684,C4,COM2,20031030,2,5,9.104460477,0.21697
685,URM,IND3,20031030,1,5,9.084997433,0.2171
686,C4,IND3,20070221,2,5,9.043264715,0.22706
687,URM,RES1,1946,1,5,8.766549459,0.13634
688,URM,RES1,19840521,1,5,8.788699285,0.18216
689,W1,RES1,1937,1,5,8.761991128,0.12653
690,S1,COM2,20040629,1,5,9.063092368,0.11442
691,S1,COM2,20080804,1,5,8.922384007,0.10372
692,S1,COM2,20080704,1,5,8.830480879,0.11925
693,S1,COM1,20010305,1,5,9.64314119,0.10959
694,S1,IND3,20020713,1,5,9.619741538,0.1014
695,URM,RES1,19950509,1,5,9.334234334,0.1985
696,C4,RES1,19971031,3,5,9.265861872,0.20291
697,URM,RES1,19920530,1,5,9.208275733,0.19357
698,W1,RES1,1945,0,5,9.149373578,0.13068
699,S1,RES1,19980205,1,5,9.162031337,0.10858
700,URM,COM2,19921017,1,5,8.935527915,0.1952
701,URM,RES1,1936,1,5,9.122632011,0.12648
702,W1,RES1,1926,1,5,9.107505439,0.11821
703,URM,RES1,1951,1,5,8.917899121,0.14037
704,URM,RES1,20000906,1,5,9.164729508,0.20986
705,S1,IND3,19950920,1,5,9.226255541,0.10582
706,URM,RES1,20060427,1,5,9.239259819,0.22321
707,URM,RES1,19910627,1,5,9.275230314,0.19134
708,URM,RES1,1951,1,5,9.285508806,0.1388
709,S1,COM2,20110609,1,5,9.280973687,0.12077
710,S1,COM2,19941207,1,5,9.249569435,0.10492
711,S1,COM2,19941207,1,5,8.918241033,0.106
712,URM,RES1,19870810,1,5,8.885879957,0.18659
713,C4,COM1,20061228,1,5,8.900776561,0.22554
714,URM,RES1,19930601,1,5,8.861700011,0.19752
715,W1,RES1,1956,1,5,8.873328852,0.14048
716,URM,RES1,19911002,1,5,8.871993835,0.19373
717,W1,RES1,20030625,1,5,8.882377047,0.19558
718,W1,RES1,1936,1,5,8.883529022,0.12539
719,W1,RES1,20010822,2,5,9.129124776,0.19092
720,W1,RES1,20100624,2,5,9.060282873,0.20661
721,W1,RES1,1951,1,5,9.070197926,0.13557
722,W1,RES1,1926,1,5,9.105323922,0.11821
723,S1,RES1,19911023,1,5,9.15539304,0.10283
724,URM,RES1,19950719,1,5,9.130249527,0.19976
725,URM,RES1,1926,1,5,9.091046132,0.11919
726,W1,RES1,1945,1,5,9.022253998,0.13119
727,URM,RES1,1959,1,5,8.868357026,0.14875
728,URM,RES1,19751117,1,5,8.860006496,0.16833
729,URM,RES1,19751117,1,5,8.852314496,0.16837
730,URM,RES1,19751117,1,5,8.88676121,0.1682
731,URM,RES1,19751117,1,5,8.896365892,0.16815
732,URM,RES1,19751117,1,5,8.891916708,0.16817
733,W1,RES1,1926,1,5,8.972650481,0.1187
734,W1,COM2,1916,1,5,9.029411636,0.11276
735,URM,RES1,19920312,1,5,8.840695127,0.19576
736,S1,COM2,19941207,1,5,8.781764241,0.10643
737,C4,RES3,20140718,4,5,8.842605677,0.22031
738,S1,COM2,19951110,1,5,8.897482379,0.10689
739,URM,RES1,19751117,1,5,8.885172413,0.16821
740,URM,RES1,19751117,1,5,8.883573741,0.16821
741,URM,RES1,19751117,1,5,8.87868006,0.16824
742,URM,RES1,19751117,1,5,8.875165308,0.16826
743,URM,RES1,20050706,1,5,8.958301804,0.22269
744,URM,RES1,20020709,1,5,8.868618068,0.21623
745,S1,RES1,19990430,1,5,8.840140997,0.11054
746,W1,RES1,1945,1,5,8.957717983,0.13145
747,S1,COM2,20050804,1,5,8.906733425,0.11594
748,URM,RES1,19960718,2,5,8.906362284,0.20313
749,URM,RES1,19990210,1,5,8.80833083,0.20998
750,C4,RES1,20050727,2,5,8.799016964,0.22377
751,S1,RES1,19940330,2,5,9.14812809,0.09651
752,S1,RES1,20070514,1,5,9.174818334,0.11698
753,S1,RES1,19931217,1,5,8.995119409,0.10493
754,C4,RES1,20081106,3,5,8.979900486,0.23007
755,C4,RES1,20060627,1,5,8.889174589,0.22562
756,S1,COM2,1946,1,5,8.939840244,0.07715
757,URM,COM2,19980206,1,5,8.948603488,0.20697
758,URM,RES1,20050623,1,5,8.961106208,0.22267
759,URM,RES1,19991018,2,5,9.151823628,0.20779
760,URM,RES1,19961022,2,5,9.188111904,0.20138
761,C4,RES1,19971213,3,5,9.172999992,0.20155
762,URM,RES1,19950722,1,5,9.165490478,0.19954
763,URM,RES1,19791018,2,5,9.142399826,0.17256
764,C4,RES1,19971119,3,5,9.156673629,0.2036
765,URM,RES1,19790727,2,5,9.153328822,0.1725
766,URM,RES1,19790817,1,5,9.147635532,0.17253
767,URM,RES1,19791228,1,5,9.223904394,0.17212
768,URM,RES1,19790825,2,5,9.213953673,0.17218
769,URM,RES1,19850628,2,5,9.207961102,0.18145
770,URM,RES1,19850508,2,5,9.200624986,0.18149
771,S1,RES1,19971127,1,5,9.193297555,0.0898
772,URM,RES1,19790929,2,5,9.17819037,0.17237
773,URM,RES1,19850828,2,5,9.221173242,0.18138
774,C4,RES1,19971212,3,5,9.159787723,0.20358
775,C4,RES1,20040616,3,5,9.313766877,0.21789
776,C4,RES1,20041117,3,5,9.323713041,0.21783
777,C4,RES1,20040227,3,5,9.336514689,0.21774
778,C4,RES1,20040227,3,5,9.349723079,0.21765
779,C4,COM2,20031230,1,5,9.33968053,0.2154
780,C4,COM2,20031230,1,5,9.350458923,0.21532
781,URM,RES1,19841220,1,5,9.319141918,0.17922
782,C4,RES1,20040311,3,5,9.34880365,0.19827
783,C4,RES1,20000112,3,5,9.355122269,0.20862
784,C4,RES1,20000112,3,5,9.352833996,0.20863
785,C4,RES1,20130122,3,5,9.337357388,0.24112
786,C4,RES1,20110825,4,5,9.33206695,0.23329
787,C4,RES1,20100222,4,5,9.351514503,0.23046
788,C4,RES1,20060719,3,5,9.333746908,0.22255
789,C4,RES1,20061128,3,5,9.325356393,0.22261
790,C4,RES1,20040616,3,5,9.317840221,0.21787
791,C4,RES1,20120806,4,5,9.078547858,0.23086
792,C4,RES1,20120807,4,5,9.073216374,0.2309
793,C4,RES1,19941201,2,5,9.049466176,0.19831
794,URM,RES1,19920115,2,5,9.055986602,0.19448
795,C4,COM2,20131118,5,5,9.043358225,0.19538
796,C4,COM2,20131007,5,5,9.037529372,0.19902
797,S1,COM1,20151005,1,5,9.085733571,0.12243
798,C4,COM1,20150416,3,5,9.065341094,0.23943
799,C4,RES1,20121206,4,5,9.107096819,0.23066
800,C4,RES1,20121030,4,5,9.10185907,0.2307
801,C4,RES1,20130104,5,5,9.103209004,0.20662
802,C4,RES1,20130102,4,5,9.096017107,0.24061
803,C4,RES1,20121221,4,5,9.090613515,0.23078
804,C4,RES1,20130102,4,5,9.098517046,0.24059
805,C4,RES1,20130911,4,5,9.087231335,0.23356
806,C4,RES1,20121010,4,5,9.063528198,0.23801
807,C4,RES1,20040227,3,5,9.112093745,0.21926
808,C4,RES1,20040227,3,5,9.105897019,0.2193
809,C4,RES1,20040227,3,5,9.104113528,0.21931
810,C4,RES1,20040107,3,5,9.126002402,0.21916
811,C4,COM3,20020225,2,5,9.092366482,0.21476
812,C4,RES1,19961105,3,5,9.119235397,0.20181
813,URM,RES1,19940513,2,5,9.118443667,0.19789
814,C4,RES1,19971213,3,5,9.118576418,0.20384
815,URM,RES1,19930812,2,5,9.176464953,0.19563
816,URM,COM2,19791226,2,5,9.163979509,0.17244
817,URM,RES1,19791228,1,5,9.154801432,0.17249
818,URM,RES1,19791228,2,5,9.149869881,0.17252
819,URM,RES1,19791226,1,5,9.144759338,0.17254
820,URM,RES1,19791228,1,5,9.138350405,0.17258
821,URM,RES1,19791228,2,5,9.132583689,0.17261
822,C4,RES1,20030321,4,5,9.117022921,0.20846
823,URM,RES1,19960320,3,5,9.144774114,0.20165
824,URM,RES1,19950613,3,5,9.171770651,0.1995
826,C4,RES1,20040709,1,5,9.21035192,0.21859
827,S1,COM2,20130603,1,5,9.36488581,0.11916
828,URM,RES1,20130821,1,5,9.526893026,0.23969
829,URM,RES1,20130821,1,5,9.51306172,0.2398
830,C4,RES1,20001227,2,5,9.401711326,0.20831
831,URM,RES1,19920616,1,5,9.126971605,0.19406
832,C4,RES1,19980220,3,5,9.218002486,0.20527
833,C4,RES1,20140121,3,5,9.162249332,0.24537
834,URM,RES1,19850904,1,5,9.198993443,0.1815
835,URM,RES1,19850214,1,5,9.192753806,0.18154
836,URM,RES1,19850214,2,5,9.187565495,0.18157
837,URM,RES1,19960116,3,5,9.151092654,0.20161
838,S1,COM2,20140801,2,5,9.156853386,0.11424
839,C4,COM2,19951021,4,5,9.131983575,0.18672
840,C4,COM2,20141128,2,5,9.120213268,0.24568
841,URM,RES1,19940128,2,5,9.128077066,0.19783
842,URM,RES1,19811012,2,5,9.129970339,0.1756
843,URM,RES1,19860219,1,5,9.151692088,0.18341
844,URM,RES1,19810915,2,5,9.144482231,0.17553
845,URM,RES1,19810921,1,5,9.13973821,0.17555
846,URM,RES1,19830305,1,5,9.133662445,0.17867
847,S1,COM1,20140127,1,5,9.100960753,0.1248
848,C4,RES1,20060913,4,5,9.092953005,0.21551
849,URM,RES1,19941122,3,5,9.113445733,0.19792
850,URM,RES1,19920523,1,5,9.108843677,0.19417
851,C4,RES1,19971215,3,5,9.160319456,0.20357
852,URM,RES1,19811012,1,5,9.132581059,0.17559
853,URM,RES1,19950126,3,5,9.144073761,0.19967
854,C4,RES1,19950120,4,5,9.14969727,0.18186
855,URM,COM2,19950124,1,5,9.569072017,0.19704
856,URM,RES1,19941109,1,5,9.572278497,0.1951
857,C4,RES1,19951216,3,5,9.60760786,0.1968
858,C4,RES1,20040114,3,5,9.668476069,0.21547
859,C4,RES1,19960827,0,5,9.715706243,0.19806
860,C4,RES1,20040723,3,5,9.691292474,0.21325
861,C4,COM2,19970911,2,5,9.707392447,0.2001
862,S1,COM2,19951110,1,5,9.62916093,0.10449
863,C4,RES1,19960327,3,5,9.601118357,0.19879
864,C4,RES1,19951215,3,5,9.598510917,0.19685
865,C4,RES1,19960603,3,5,9.596176004,0.19882
866,C4,RES1,19960311,3,5,9.593575123,0.19884
867,C4,RES1,19950714,3,5,9.582251933,0.19695
868,C4,RES1,19950719,3,5,9.578614363,0.19698
869,URM,COM2,19840113,1,5,9.557199099,0.17789
871,URM,RES1,19940118,2,5,9.527686583,0.19538
872,W1,RES1,1942,1,5,9.519670673,0.12703
873,C4,RES1,19950817,3,5,9.484367215,0.19757
874,URM,RES1,19951123,2,5,9.489854881,0.19753
875,W1,RES1,1939,1,5,9.526633028,0.12493
876,W1,RES1,19990909,1,5,9.76489601,0.18412
877,C4,RES1,19951215,3,5,9.615253273,0.19675
878,C4,RES1,19960311,3,5,9.603539203,0.19877
879,URM,RES1,19890808,3,5,9.392178545,0.18711
880,S1,COM2,20150807,1,5,9.401264085,0.12479
881,URM,RES1,19830429,1,5,9.381753491,0.1773
882,C4,RES1,20110907,4,5,9.443452048,0.21381
883,URM,RES1,19921008,1,5,9.433138646,0.19222
884,C4,RES1,20081120,4,5,9.432075557,0.21805
885,URM,RES1,19790610,2,5,9.496109262,0.17066
886,URM,RES1,19790610,1,5,9.487648857,0.17071
887,C4,RES1,20110110,4,5,9.426826495,0.23259
888,C4,RES1,20120920,4,5,9.461835082,0.23508
889,C4,RES1,20000930,2,5,9.416463262,0.20822
890,C4,COM2,19940810,3,5,9.386791662,0.19437
891,S1,COM1,20140204,2,5,9.369521798,0.10328
892,URM,RES1,1978,1,5,9.388214057,0.1698
893,URM,RES1,19841231,1,5,9.04625416,0.18074
894,URM,RES1,19880907,2,5,9.057358025,0.18732
895,C4,COM2,19960722,4,5,9.394144714,0.19232
896,C4,COM1,20150618,3,5,9.456586779,0.2461
897,C4,RES3,19960409,9,5,9.476365621,0.14584
898,C4,RES1,20110105,4,5,9.432649978,0.23255
899,C4,RES1,20120907,4,5,9.455583463,0.23513
900,C4,RES1,20120808,4,5,9.454976248,0.22818
901,C4,RES1,20120802,4,5,9.449161538,0.22822
902,C4,RES1,20120802,3,5,9.444380298,0.23521
903,C4,COM2,19951006,4,5,9.41575116,0.19799
904,URM,RES1,19921021,2,5,9.44348569,0.19216
905,URM,RES1,19811113,1,5,9.44098629,0.17391
906,W1,RES1,1936,1,5,9.418852621,0.12334
907,W1,RES1,1937,1,5,9.44284142,0.12391
908,URM,RES1,19961127,1,5,9.430987914,0.19986
909,URM,RES1,19881006,2,5,9.398664003,0.18535
910,C4,COM2,20100428,1,5,9.383841912,0.23245
911,C4,RES1,20120525,4,5,9.464759748,0.22811
912,URM,RES1,19900918,1,5,9.431411264,0.18863
913,C4,RES1,19951204,3,5,9.461296784,0.19771
914,C4,RES1,20000225,3,5,9.445499376,0.20803
915,C4,COM2,19981001,2,5,9.40458404,0.20408
916,URM,RES1,19940110,2,5,9.425338895,0.19601
917,URM,RES1,19930716,2,5,9.454722233,0.19394
918,C4,RES1,20150703,4,5,9.48536078,0.24352
919,C4,RES1,19920814,3,5,9.370682573,0.1926
920,URM,RES1,19940729,2,5,9.365637862,0.19637
921,URM,RES1,19891018,2,5,9.353636078,0.18733
922,URM,RES1,19871230,1,5,9.423062694,0.18352
923,URM,RES1,19790822,1,5,9.378130485,0.1713
924,URM,RES1,19950703,1,5,9.366982019,0.1983
925,URM,RES1,1955,1,5,9.363650882,0.14236
926,S1,COM2,20120915,1,5,9.367724898,0.12154
928,W1,RES1,1937,1,5,9.417867109,0.12401
929,W1,RES1,1942,1,5,9.373210085,0.12762
930,C4,RES1,20150203,3,5,9.367797249,0.24679
931,C4,COM2,20010915,2,5,9.359764142,0.21077
932,C4,RES1,20031218,3,5,9.338787629,0.2154
933,C4,RES1,20150203,3,5,9.360989755,0.24684
934,C4,RES1,20031218,3,5,9.347085471,0.21535
935,S1,COM2,20031017,1,5,9.055879357,0.11349
936,C4,RES3,20020109,14,5,9.074177068,0.1355
937,C4,RES1,20040112,3,5,9.040826685,0.21974
938,URM,RES1,19810417,2,5,9.034812559,0.17612
939,URM,RES1,1979,1,5,9.407898069,0.17114
940,URM,RES1,19860729,1,5,9.390568275,0.18205
941,URM,RES1,19990319,2,5,9.395803166,0.20622
943,C4,COM8,19931207,7,5,9.003882295,0.14792
944,URM,COM1,19960410,2,5,9.080328379,0.20205
945,W1,COM1,20110524,1,5,9.087522574,0.20828
946,S1,COM1,20110524,1,5,9.0819878,0.12152
947,C4,IND3,19980507,2,5,9.047393753,0.20635
948,S1,COM3,19980507,1,5,9.02530344,0.10904
949,S1,IND3,19980507,1,5,9.032869091,0.09996
950,S1,COM2,20031016,1,5,9.043390526,0.1041
951,URM,RES1,19751203,1,5,9.348066375,0.16583
954,C4,RES1,20061102,1,5,9.341691273,0.2225
955,C4,RES1,20061102,2,5,9.324430404,0.22262
956,C4,COM1,19980720,2,5,9.349960887,0.20443
957,URM,RES1,19791020,1,5,9.313465598,0.17164
958,URM,RES1,19920513,2,5,9.322925327,0.19288
959,URM,RES1,19940916,3,5,9.274588682,0.19693
960,URM,RES1,19790402,1,5,9.295130549,0.17174
961,C4,RES1,20110825,4,5,9.231800961,0.2271
962,C4,RES1,19980605,3,5,9.240763069,0.20512
963,URM,COM2,19830830,2,5,9.251393587,0.17802
964,URM,RES1,19850829,1,5,9.261364969,0.18115
965,URM,COM2,19960313,1,5,9.26494928,0.2009
966,C4,RES1,20010623,1,5,9.357259804,0.21078
967,URM,RES1,19900621,1,5,9.274339547,0.18956
969,S1,COM2,20071031,1,5,9.214098012,0.11684
970,C4,RES1,19990212,2,5,9.247417203,0.20718
972,S1,COM3,19901018,2,5,9.247506164,0.08876
973,C4,RES1,19961031,3,5,9.234149843,0.19917
974,S1,COM1,20140307,2,5,9.224076163,0.10375
975,URM,RES1,19830429,1,5,9.360146002,0.17742
976,C4,RES1,20100520,4,5,9.347702837,0.22367
977,C4,RES1,20100520,4,5,9.348714649,0.22366
978,C4,COM2,20120201,5,5,9.334548858,0.20273
979,URM,RES1,19841031,2,5,9.386572098,0.17884
981,C4,COM2,20140128,4,5,9.351706408,0.2222
982,S1,COM1,20130418,2,5,9.32922384,0.0985
983,C4,RES1,20100115,3,5,9.407926773,0.23227
984,C4,RES1,20040706,3,5,9.407280355,0.21726
985,C4,RES3,20141127,5,5,9.398646932,0.21657
986,C4,RES1,20030818,4,5,9.369701756,0.20683
987,C4,RES1,19980320,4,5,9.380247512,0.1963
988,C4,RES1,19990202,3,5,9.340300208,0.20658
989,C4,RES1,20140826,4,5,9.352054354,0.23445
990,URM,RES1,19790207,1,5,9.344935376,0.17148
991,C4,RES1,20150706,4,5,9.366066443,0.2468
992,C4,RES1,20130819,5,5,9.386677226,0.20925
993,C4,RES1,20001130,4,5,9.387124863,0.20031
994,C4,RES1,20041004,3,5,9.375118271,0.21748
995,S1,COM2,20140128,1,5,9.375368479,0.12374
996,C4,RES1,20100108,4,5,9.423390309,0.23216
997,C4,RES1,20090909,3,5,9.413603125,0.22959
998,C4,RES1,20091130,3,5,9.400325415,0.22968
999,C4,RES1,19990724,3,5,9.297151231,0.20686
1000,C4,RES1,19950913,3,5,9.307922187,0.14724
1001,URM,RES1,19951205,3,5,9.382130189,0.1982
1002,C4,RES1,19990828,2,5,9.374828665,0.20636
1003,S1,RES1,20150630,2,5,9.368873505,0.10424
1004,S1,COM2,20130823,5,5,9.368717374,0.08062
1005,C4,COM2,19990220,2,5,9.35908034,0.20646
1006,C4,RES1,20040114,3,5,9.363417079,0.21756
1007,URM,RES1,19790802,2,5,9.316317317,0.17163
1008,C4,RES1,20070626,2,5,9.309733424,0.2252
1009,URM,RES1,19800122,2,5,9.346636063,0.17293
1010,C4,COM2,19970721,3,5,9.316682523,0.20259
1011,URM,RES1,19791002,1,5,9.329221555,0.17156
1012,S1,COM1,20060324,1,5,9.332500106,0.11541
1013,C4,RES1,20120905,4,5,9.357343826,0.22888
1014,S1,COM2,19970911,2,5,9.348688993,0.0934
1015,C4,RES3,19910914,5,5,10.41615311,0.18442
1016,C4,RES3,19910914,5,5,10.39975867,0.18452
1017,C4,RES3,19910914,5,5,10.38327393,0.18463
1018,URM,COM1,19980306,2,5,10.47603363,0.1971
1019,C4,COM2,19870206,1,5,10.24637529,0.17871
1020,C4,COM2,19730714,3,5,10.23194755,0.15857
1021,W1,COM2,20031008,1,5,10.52536319,0.18557
1022,W1,RES1,20150819,1,5,10.51310226,0.20633
1023,C4,RES1,20150608,1,5,10.26154629,0.23978
